Landtagswahl JJJJ; Wahldatum: JJJJ-MM-TT; Stand: 03.07.2023 13:15:10
Gebietsschlüssel;Gebietsbezeichnung;Gebietstyp;Wahlbezirksnummer;Wahllokal;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §12a(2) LWO;Wählerinnen und Wähler;Wählerinnen und Wähler mit Wahlschein;Wahlbeteiligung;Berechungsmethode;ungültige Wahlkreisstimmen;gültige Wahlkreisstimmen;ungültige Wahlkreisstimmen (%);gültige Wahlkreisstimmen (%);CDU Wahlkreisstimmen;SPD Wahlkreisstimmen;GRÜNE Wahlkreisstimmen;DIE LINKE Wahlkreisstimmen;FDP Wahlkreisstimmen;AfD Wahlkreisstimmen;PIRATEN Wahlkreisstimmen;FREIE WÄHLER Wahlkreisstimmen;NPD Wahlkreisstimmen;Die PARTEI Wahlkreisstimmen;ÖDP Wahlkreisstimmen;Graue Panther Wahlkreisstimmen;BüSo Wahlkreisstimmen;AD-Demokraten Wahlkreisstimmen;Bündnis C Wahlkreisstimmen;BGE Wahlkreisstimmen;DIE VIOLETTEN Wahlkreisstimmen;LKR Wahlkreisstimmen;MENSCHLICHE WELT Wahlkreisstimmen;Die Humanisten Wahlkreisstimmen;Gesundheitsforschung Wahlkreisstimmen;Tierschutzpartei Wahlkreisstimmen;V-Partei³ Wahlkreisstimmen;APPD (WK 13) Wahlkreisstimmen;DiB (WK 3) Wahlkreisstimmen;NEV (WK 44) Wahlkreisstimmen;ÖkoLinX He (WK 22) Wahlkreisstimmen;CDU Wahlkreisstimmen (%);SPD Wahlkreisstimmen (%);GRÜNE Wahlkreisstimmen (%);DIE LINKE Wahlkreisstimmen (%);FDP Wahlkreisstimmen (%);AfD Wahlkreisstimmen (%);PIRATEN Wahlkreisstimmen (%);FREIE WÄHLER Wahlkreisstimmen (%);NPD Wahlkreisstimmen (%);Die PARTEI Wahlkreisstimmen (%);ÖDP Wahlkreisstimmen (%);Graue Panther Wahlkreisstimmen (%);BüSo Wahlkreisstimmen (%);AD-Demokraten Wahlkreisstimmen (%);Bündnis C Wahlkreisstimmen (%);BGE Wahlkreisstimmen (%);DIE VIOLETTEN Wahlkreisstimmen (%);LKR Wahlkreisstimmen (%);MENSCHLICHE WELT Wahlkreisstimmen (%);Die Humanisten Wahlkreisstimmen (%);Gesundheitsforschung Wahlkreisstimmen (%);Tierschutzpartei Wahlkreisstimmen (%);V-Partei³ Wahlkreisstimmen (%);APPD (WK 13) Wahlkreisstimmen (%);DiB (WK 3) Wahlkreisstimmen (%);NEV (WK 44) Wahlkreisstimmen (%);ÖkoLinX He (WK 22) Wahlkreisstimmen (%);ungültige Landesstimmen;gültige Landesstimmen;ungültige Landesstimmen (%);gültige Landesstimmen (%);CDU Landesstimmen;SPD Landesstimmen;GRÜNE Landesstimmen;DIE LINKE Landesstimmen;FDP Landesstimmen;AfD Landesstimmen;PIRATEN Landesstimmen;FREIE WÄHLER Landesstimmen;NPD Landesstimmen;Die PARTEI Landesstimmen;ÖDP Landesstimmen;Graue Panther Landesstimmen;BüSo Landesstimmen;AD-Demokraten Landesstimmen;Bündnis C Landesstimmen;BGE Landesstimmen;DIE VIOLETTEN Landesstimmen;LKR Landesstimmen;MENSCHLICHE WELT Landesstimmen;Die Humanisten Landesstimmen;Gesundheitsforschung Landesstimmen;Tierschutzpartei Landesstimmen;V-Partei³ Landesstimmen;APPD (WK 13) Landesstimmen;DiB (WK 3) Landesstimmen;NEV (WK 44) Landesstimmen;ÖkoLinX He (WK 22) Landesstimmen;CDU Landesstimmen (%);SPD Landesstimmen (%);GRÜNE Landesstimmen (%);DIE LINKE Landesstimmen (%);FDP Landesstimmen (%);AfD Landesstimmen (%);PIRATEN Landesstimmen (%);FREIE WÄHLER Landesstimmen (%);NPD Landesstimmen (%);Die PARTEI Landesstimmen (%);ÖDP Landesstimmen (%);Graue Panther Landesstimmen (%);BüSo Landesstimmen (%);AD-Demokraten Landesstimmen (%);Bündnis C Landesstimmen (%);BGE Landesstimmen (%);DIE VIOLETTEN Landesstimmen (%);LKR Landesstimmen (%);MENSCHLICHE WELT Landesstimmen (%);Die Humanisten Landesstimmen (%);Gesundheitsforschung Landesstimmen (%);Tierschutzpartei Landesstimmen (%);V-Partei³ Landesstimmen (%);APPD (WK 13) Landesstimmen (%);DiB (WK 3) Landesstimmen (%);NEV (WK 44) Landesstimmen (%);ÖkoLinX He (WK 22) Landesstimmen (%);Wahlkreis gewonnen: Name;Wahlkreis gewonnen: Vorname;Wahlkreis gewonnen: Titel;Wahlkreis gewonnen: Wahlvorschlag;Anzahl Wahlbezirke;Anzahl Wahlbezirke ausgezählt;Letzte Änderung;freigegeben;Nummer aufnehmender Wahlbezirk;Name aufnehmender Wahlbezirk;Aufnahme Wahlbezirk
02343401100;"Usingen, Stadt";"SB";00001;"Usingen 1";929;765;164;0;427;1;;;13;414;3,0;97,0;128;82;71;17;32;72;12;;;;;;;;;;;;;;;;;;;;;30,9;19,8;17,1;4,1;7,7;17,4;2,9;;;;;;;;;;;;;;;;;;;;;14;413;3,3;96,7;100;69;77;17;39;74;5;11;0;8;0;0;0;0;2;0;0;0;0;0;2;9;0;;;;;24,2;16,7;18,6;4,1;9,4;17,9;1,2;2,7;0,0;1,9;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,5;2,2;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401100;"Usingen, Stadt";"SB";00002;"Usingen 2";1219;1011;208;0;509;1;;;13;496;2,6;97,4;193;74;70;32;44;76;7;;;;;;;;;;;;;;;;;;;;;38,9;14,9;14,1;6,5;8,9;15,3;1,4;;;;;;;;;;;;;;;;;;;;;16;493;3,1;96,9;171;64;78;33;40;72;3;14;3;3;0;1;2;0;2;0;0;0;0;0;1;4;2;;;;;34,7;13,0;15,8;6,7;8,1;14,6;0,6;2,8;0,6;0,6;0,0;0,2;0,4;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,2;0,8;0,4;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401100;"Usingen, Stadt";"SB";00003;"Usingen 3";1132;914;218;0;530;0;;;8;522;1,5;98,5;198;73;108;29;38;67;9;;;;;;;;;;;;;;;;;;;;;37,9;14,0;20,7;5,6;7,3;12,8;1,7;;;;;;;;;;;;;;;;;;;;;6;524;1,1;98,9;177;71;107;25;37;73;3;17;0;1;2;0;1;0;1;0;1;0;1;0;0;5;2;;;;;33,8;13,5;20,4;4,8;7,1;13,9;0,6;3,2;0,0;0,2;0,4;0,0;0,2;0,0;0,2;0,0;0,2;0,0;0,2;0,0;0,0;1,0;0,4;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401100;"Usingen, Stadt";"SB";00004;"Usingen 4";1060;819;241;0;482;0;;;15;467;3,1;96,9;153;79;102;21;38;71;3;;;;;;;;;;;;;;;;;;;;;32,8;16,9;21,8;4,5;8,1;15,2;0,6;;;;;;;;;;;;;;;;;;;;;8;474;1,7;98,3;140;68;108;24;34;77;0;7;0;2;2;1;0;1;0;0;0;1;0;0;0;8;1;;;;;29,5;14,3;22,8;5,1;7,2;16,2;0,0;1,5;0,0;0,4;0,4;0,2;0,0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,0;1,7;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401100;"Usingen, Stadt";"SB";00005;"Usingen 5";1456;1152;304;0;816;0;;;11;805;1,3;98,7;284;127;181;39;70;95;9;;;;;;;;;;;;;;;;;;;;;35,3;15,8;22,5;4,8;8,7;11,8;1,1;;;;;;;;;;;;;;;;;;;;;8;808;1,0;99,0;252;101;194;35;71;96;5;25;1;4;2;1;0;3;1;1;1;1;0;1;1;12;0;;;;;31,2;12,5;24,0;4,3;8,8;11,9;0,6;3,1;0,1;0,5;0,2;0,1;0,0;0,4;0,1;0,1;0,1;0,1;0,0;0,1;0,1;1,5;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401100;"Usingen, Stadt";"SB";00006;"Usingen 6, Wernborn";1165;977;188;0;656;1;;;9;647;1,4;98,6;229;98;111;34;51;116;8;;;;;;;;;;;;;;;;;;;;;35,4;15,1;17,2;5,3;7,9;17,9;1,2;;;;;;;;;;;;;;;;;;;;;5;651;0,8;99,2;198;92;110;37;52;116;4;19;0;5;1;1;0;0;1;2;1;1;0;1;0;9;1;;;;;30,4;14,1;16,9;5,7;8,0;17,8;0,6;2,9;0,0;0,8;0,2;0,2;0,0;0,0;0,2;0,3;0,2;0,2;0,0;0,2;0,0;1,4;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401100;"Usingen, Stadt";"SB";00008;"Usingen 8, Kransberg";506;401;105;0;280;0;;;12;268;4,3;95,7;87;40;57;15;18;49;2;;;;;;;;;;;;;;;;;;;;;32,5;14,9;21,3;5,6;6,7;18,3;0,7;;;;;;;;;;;;;;;;;;;;;6;274;2,1;97,9;70;43;59;16;18;45;4;10;0;0;0;2;0;0;0;0;1;0;0;0;0;6;0;;;;;25,5;15,7;21,5;5,8;6,6;16,4;1,5;3,6;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;2,2;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401100;"Usingen, Stadt";"SB";00009;"Usingen 9, Eschbach";1539;1226;313;0;837;2;;;17;820;2,0;98,0;323;146;171;35;45;92;8;;;;;;;;;;;;;;;;;;;;;39,4;17,8;20,9;4,3;5,5;11,2;1,0;;;;;;;;;;;;;;;;;;;;;19;818;2,3;97,7;275;145;155;33;60;97;2;29;1;4;2;3;0;0;2;0;3;0;0;1;0;6;0;;;;;33,6;17,7;18,9;4,0;7,3;11,9;0,2;3,5;0,1;0,5;0,2;0,4;0,0;0,0;0,2;0,0;0,4;0,0;0,0;0,1;0,0;0,7;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401100;"Usingen, Stadt";"SB";00011;"Usingen 11, Merzhausen";667;568;99;0;396;0;;;11;385;2,8;97,2;162;71;65;18;23;43;3;;;;;;;;;;;;;;;;;;;;;42,1;18,4;16,9;4,7;6,0;11,2;0,8;;;;;;;;;;;;;;;;;;;;;15;381;3,8;96,2;132;68;72;18;24;43;3;2;1;5;0;1;0;0;2;1;0;0;0;0;0;7;2;;;;;34,6;17,8;18,9;4,7;6,3;11,3;0,8;0,5;0,3;1,3;0,0;0,3;0,0;0,0;0,5;0,3;0,0;0,0;0,0;0,0;0,0;1,8;0,5;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401100;"Usingen, Stadt";"SB";00012;"Usingen 12, Wilhelmsdorf";271;226;45;0;170;1;;;2;168;1,2;98,8;79;34;23;5;12;14;1;;;;;;;;;;;;;;;;;;;;;47,0;20,2;13,7;3,0;7,1;8,3;0,6;;;;;;;;;;;;;;;;;;;;;2;168;1,2;98,8;67;30;25;5;17;12;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;;;;;39,9;17,9;14,9;3,0;10,1;7,1;1,8;4,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401100;"Usingen, Stadt";"SB";00013;"Usingen 13, Michelbach";251;211;40;0;142;2;;;5;137;3,5;96,5;52;13;31;7;14;16;4;;;;;;;;;;;;;;;;;;;;;38,0;9,5;22,6;5,1;10,2;11,7;2,9;;;;;;;;;;;;;;;;;;;;;5;137;3,5;96,5;44;12;32;6;16;16;3;1;0;0;2;0;0;0;0;0;0;0;0;0;0;4;1;;;;;32,1;8,8;23,4;4,4;11,7;11,7;2,2;0,7;0,0;0,0;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;0,7;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401100;"Usingen, Stadt";"SB";90001;"Briefwahl Usingen-Stadtkern";0;0;0;0;1043;1043;;;17;1026;1,6;98,4;374;168;201;46;98;127;12;;;;;;;;;;;;;;;;;;;;;36,5;16,4;19,6;4,5;9,6;12,4;1,2;;;;;;;;;;;;;;;;;;;;;12;1031;1,2;98,8;326;158;209;43;108;129;2;24;2;6;1;2;0;4;2;1;1;0;2;0;2;7;2;;;;;31,6;15,3;20,3;4,2;10,5;12,5;0,2;2,3;0,2;0,6;0,1;0,2;0,0;0,4;0,2;0,1;0,1;0,0;0,2;0,0;0,2;0,7;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401100;"Usingen, Stadt";"SB";90002;"Briefwahl Usingen-Stadtteile";0;0;0;0;698;698;;;11;687;1,6;98,4;254;113;145;34;49;88;4;;;;;;;;;;;;;;;;;;;;;37,0;16,4;21,1;4,9;7,1;12,8;0,6;;;;;;;;;;;;;;;;;;;;;6;692;0,9;99,1;222;116;145;27;56;92;3;14;2;2;1;0;0;0;2;0;1;1;0;0;0;7;1;;;;;32,1;16,8;21,0;3,9;8,1;13,3;0,4;2,0;0,3;0,3;0,1;0,0;0,0;0,0;0,3;0,0;0,1;0,1;0,0;0,0;0,0;1,0;0,1;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401200;"Wehrheim";"SB";00001;"Limesschule Wehrheim,  Schulstraße 7-9";881;701;180;0;491;0;;;13;478;2,6;97,4;150;90;109;21;39;58;11;;;;;;;;;;;;;;;;;;;;;31,4;18,8;22,8;4,4;8,2;12,1;2,3;;;;;;;;;;;;;;;;;;;;;11;480;2,2;97,8;130;79;112;28;39;59;3;13;1;7;1;2;0;0;1;0;1;0;0;0;1;2;1;;;;;27,1;16,5;23,3;5,8;8,1;12,3;0,6;2,7;0,2;1,5;0,2;0,4;0,0;0,0;0,2;0,0;0,2;0,0;0,0;0,0;0,2;0,4;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401200;"Wehrheim";"SB";00002;"Limesschule Wehrheim, Schulstraße 7-9";1135;870;265;0;679;0;;;11;668;1,6;98,4;260;105;157;19;64;57;6;;;;;;;;;;;;;;;;;;;;;38,9;15,7;23,5;2,8;9,6;8,5;0,9;;;;;;;;;;;;;;;;;;;;;9;670;1,3;98,7;212;96;175;26;76;58;3;14;0;0;1;0;0;1;3;1;0;0;0;0;3;0;1;;;;;31,6;14,3;26,1;3,9;11,3;8,7;0,4;2,1;0,0;0,0;0,1;0,0;0,0;0,1;0,4;0,1;0,0;0,0;0,0;0,0;0,4;0,0;0,1;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401200;"Wehrheim";"SB";00003;"Limesschule Wehrheim, Schulstraße 7-9";1068;835;233;0;557;0;;;7;550;1,3;98,7;176;100;125;15;44;80;10;;;;;;;;;;;;;;;;;;;;;32,0;18,2;22,7;2,7;8,0;14,5;1,8;;;;;;;;;;;;;;;;;;;;;4;553;0,7;99,3;143;89;136;23;43;81;7;14;0;3;1;3;1;2;1;0;0;0;0;0;1;5;0;;;;;25,9;16,1;24,6;4,2;7,8;14,6;1,3;2,5;0,0;0,5;0,2;0,5;0,2;0,4;0,2;0,0;0,0;0,0;0,0;0,0;0,2;0,9;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401200;"Wehrheim";"SB";00004;"Limesschule Wehrheim, Schulstraße 7-9";1198;843;355;0;617;0;;;8;609;1,3;98,7;252;78;112;25;47;91;4;;;;;;;;;;;;;;;;;;;;;41,4;12,8;18,4;4,1;7,7;14,9;0,7;;;;;;;;;;;;;;;;;;;;;5;612;0,8;99,2;223;79;107;26;59;97;1;13;0;2;0;0;0;0;1;0;0;0;0;0;0;4;0;;;;;36,4;12,9;17,5;4,2;9,6;15,8;0,2;2,1;0,0;0,3;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401200;"Wehrheim";"SB";00005;"Obernhain  Saalburghalle,  Schöne Aussicht";1264;997;267;0;732;0;;;10;722;1,4;98,6;282;104;135;38;75;82;6;;;;;;;;;;;;;;;;;;;;;39,1;14,4;18,7;5,3;10,4;11,4;0,8;;;;;;;;;;;;;;;;;;;;;9;723;1,2;98,8;226;104;149;40;80;86;0;22;1;4;1;0;0;0;0;0;0;0;2;0;2;3;3;;;;;31,3;14,4;20,6;5,5;11,1;11,9;0,0;3,0;0,1;0,6;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,3;0,4;0,4;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401200;"Wehrheim";"SB";00006;"Pfaffenwiesbach  Mehrzweckhalle,  Lindenstraße";1188;1010;178;0;723;0;;;19;704;2,6;97,4;247;103;128;42;63;109;12;;;;;;;;;;;;;;;;;;;;;35,1;14,6;18,2;6,0;8,9;15,5;1,7;;;;;;;;;;;;;;;;;;;;;15;708;2,1;97,9;210;97;125;38;71;109;7;23;2;2;0;1;0;0;0;2;2;0;1;3;0;15;0;;;;;29,7;13,7;17,7;5,4;10,0;15,4;1,0;3,2;0,3;0,3;0,0;0,1;0,0;0,0;0,0;0,3;0,3;0,0;0,1;0,4;0,0;2,1;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401200;"Wehrheim";"SB";00007;"Friedrichsthal BGH Zum Holzbachtal, Zwerchweg";449;368;81;0;258;0;;;5;253;1,9;98,1;76;38;40;14;30;54;1;;;;;;;;;;;;;;;;;;;;;30,0;15,0;15,8;5,5;11,9;21,3;0,4;;;;;;;;;;;;;;;;;;;;;5;253;1,9;98,1;63;34;39;14;35;53;1;6;0;2;0;0;0;0;0;0;1;0;0;0;1;2;2;;;;;24,9;13,4;15,4;5,5;13,8;20,9;0,4;2,4;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,4;0,8;0,8;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401200;"Wehrheim";"SB";90001;"Briefwahlbezirk 1";0;0;0;0;980;980;;;24;956;2,4;97,6;429;145;173;35;85;78;11;;;;;;;;;;;;;;;;;;;;;44,9;15,2;18,1;3,7;8,9;8,2;1,2;;;;;;;;;;;;;;;;;;;;;17;963;1,7;98,3;367;141;181;42;94;84;3;17;1;4;4;1;0;0;2;3;0;1;0;0;4;11;3;;;;;38,1;14,6;18,8;4,4;9,8;8,7;0,3;1,8;0,1;0,4;0,4;0,1;0,0;0,0;0,2;0,3;0,0;0,1;0,0;0,0;0,4;1,1;0,3;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02343401200;"Wehrheim";"SB";90002;"Briefwahlbezirk 2";0;0;0;0;499;499;;;3;496;0,6;99,4;183;70;107;24;52;58;2;;;;;;;;;;;;;;;;;;;;;36,9;14,1;21,6;4,8;10,5;11,7;0,4;;;;;;;;;;;;;;;;;;;;;1;498;0,2;99,8;164;64;93;30;52;59;0;9;1;3;0;2;0;0;0;0;2;0;1;0;3;15;0;;;;;32,9;12,9;18,7;6,0;10,4;11,8;0,0;1,8;0,2;0,6;0,0;0,4;0,0;0,0;0,0;0,0;0,4;0,0;0,2;0,0;0,6;3,0;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02443400300;"Glashütten";"SB";00001;"Glashütten Bürgerhaus Saal I und II";1385;1051;334;0;736;2;;;11;725;1,5;98,5;291;71;147;26;114;66;3;;;;;;;;;;;;;;;7;;;;;;40,1;9,8;20,3;3,6;15,7;9,1;0,4;;;;;;;;;;;;;;;1,0;;;;;;11;725;1,5;98,5;262;68;162;26;98;67;1;23;0;1;0;0;0;0;0;0;0;0;0;0;0;16;1;;;;;36,1;9,4;22,3;3,6;13,5;9,2;0,1;3,2;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2;0,1;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02443400300;"Glashütten";"SB";00002;"Schloßborn Mehrzweckhalle Saal I";1766;1342;424;0;995;0;;;24;971;2,4;97,6;326;122;228;37;129;112;2;;;;;;;;;;;;;;;15;;;;;;33,6;12,6;23,5;3,8;13,3;11,5;0,2;;;;;;;;;;;;;;;1,5;;;;;;19;976;1,9;98,1;286;108;241;40;123;116;1;16;2;2;2;1;0;0;0;0;0;0;2;1;0;35;0;;;;;29,3;11,1;24,7;4,1;12,6;11,9;0,1;1,6;0,2;0,2;0,2;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,1;0,0;3,6;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02443400300;"Glashütten";"SB";00003;"Oberems Altes Rathaus Saal";767;599;168;0;439;0;;;12;427;2,7;97,3;133;61;96;15;47;69;3;;;;;;;;;;;;;;;3;;;;;;31,1;14,3;22,5;3,5;11,0;16,2;0,7;;;;;;;;;;;;;;;0,7;;;;;;9;430;2,1;97,9;126;61;98;16;45;65;1;7;1;1;0;0;1;0;0;0;1;0;0;0;1;6;0;;;;;29,3;14,2;22,8;3,7;10,5;15,1;0,2;1,6;0,2;0,2;0,0;0,0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,2;1,4;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02443400300;"Glashütten";"SB";99999;"Briefwahl";0;0;0;0;833;833;;;13;820;1,6;98,4;338;85;149;19;116;92;3;;;;;;;;;;;;;;;18;;;;;;41,2;10,4;18,2;2,3;14,1;11,2;0,4;;;;;;;;;;;;;;;2,2;;;;;;9;824;1,1;98,9;318;86;151;21;106;95;0;21;1;2;1;2;0;0;2;1;0;2;1;1;1;11;1;;;;;38,6;10,4;18,3;2,5;12,9;11,5;0,0;2,5;0,1;0,2;0,1;0,2;0,0;0,0;0,2;0,1;0,0;0,2;0,1;0,1;0,1;1,3;0,1;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02443400500;"Königstein im Taunus, Stadt";"SB";00001;"Königstein Siedlungsgebiet";1047;780;267;0;536;0;;;8;528;1,5;98,5;186;62;130;13;71;51;4;;;;;;;;;;;;;;;11;;;;;;35,2;11,7;24,6;2,5;13,4;9,7;0,8;;;;;;;;;;;;;;;2,1;;;;;;6;530;1,1;98,9;184;56;132;24;54;60;0;6;0;3;1;1;0;0;0;0;0;0;0;0;0;8;1;;;;;34,7;10,6;24,9;4,5;10,2;11,3;0,0;1,1;0,0;0,6;0,2;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02443400500;"Königstein im Taunus, Stadt";"SB";00002;"Königstein Süd-Ost";977;762;215;0;509;1;;;13;496;2,6;97,4;196;40;89;9;104;43;8;;;;;;;;;;;;;;;7;;;;;;39,5;8,1;17,9;1,8;21,0;8,7;1,6;;;;;;;;;;;;;;;1,4;;;;;;7;502;1,4;98,6;203;43;91;13;83;45;1;6;2;5;0;0;0;0;0;0;0;0;0;1;1;7;1;;;;;40,4;8,6;18,1;2,6;16,5;9,0;0,2;1,2;0,4;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,2;1,4;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02443400500;"Königstein im Taunus, Stadt";"SB";00003;"Königstein Süd";1007;752;255;0;508;1;;;11;497;2,2;97,8;177;62;132;22;63;37;1;;;;;;;;;;;;;;;3;;;;;;35,6;12,5;26,6;4,4;12,7;7,4;0,2;;;;;;;;;;;;;;;0,6;;;;;;5;503;1,0;99,0;168;56;148;24;52;39;1;4;0;3;0;0;0;0;0;1;1;1;0;0;0;4;1;;;;;33,4;11,1;29,4;4,8;10,3;7,8;0,2;0,8;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,2;0,2;0,2;0,0;0,0;0,0;0,8;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02443400500;"Königstein im Taunus, Stadt";"SB";00004;"Königstein Stadtmitte";925;719;206;0;465;4;;;5;460;1,1;98,9;136;59;107;12;79;55;4;;;;;;;;;;;;;;;8;;;;;;29,6;12,8;23,3;2,6;17,2;12,0;0,9;;;;;;;;;;;;;;;1,7;;;;;;4;461;0,9;99,1;134;53;116;16;68;54;2;7;0;4;0;1;0;0;0;0;0;2;0;0;0;4;0;;;;;29,1;11,5;25,2;3,5;14,8;11,7;0,4;1,5;0,0;0,9;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,9;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02443400500;"Königstein im Taunus, Stadt";"SB";00005;"Königstein Altstadt";965;745;220;0;463;0;;;4;459;0,9;99,1;161;49;99;13;81;49;4;;;;;;;;;;;;;;;3;;;;;;35,1;10,7;21,6;2,8;17,6;10,7;0,9;;;;;;;;;;;;;;;0,7;;;;;;5;458;1,1;98,9;145;46;93;19;83;54;3;9;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;;;;;31,7;10,0;20,3;4,1;18,1;11,8;0,7;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,9;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02443400500;"Königstein im Taunus, Stadt";"SB";00006;"Königstein Nord-West";1024;735;289;0;550;0;;;9;541;1,6;98,4;246;30;103;9;102;47;2;;;;;;;;;;;;;;;2;;;;;;45,5;5,5;19,0;1,7;18,9;8,7;0,4;;;;;;;;;;;;;;;0,4;;;;;;9;541;1,6;98,4;221;33;115;10;94;56;1;5;0;1;0;0;0;0;0;0;0;1;0;0;0;4;0;;;;;40,9;6,1;21,3;1,8;17,4;10,4;0,2;0,9;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,7;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02443400500;"Königstein im Taunus, Stadt";"SB";00007;"Stadtteil Falkenstein Süd";825;603;222;0;409;0;;;3;406;0,7;99,3;201;21;62;13;71;28;4;;;;;;;;;;;;;;;6;;;;;;49,5;5,2;15,3;3,2;17,5;6,9;1,0;;;;;;;;;;;;;;;1,5;;;;;;6;403;1,5;98,5;178;17;72;10;73;36;3;4;0;3;0;1;0;0;0;0;0;0;0;1;0;5;0;;;;;44,2;4,2;17,9;2,5;18,1;8,9;0,7;1,0;0,0;0,7;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;1,2;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
02443400500;"Königstein im Taunus, Stadt";"SB";00008;"Stadtteil Falkenstein Nord";889;666;223;0;493;2;;;4;489;0,8;99,2;230;51;82;11;73;37;3;;;;;;;;;;;;;;;2;;;;;;47,0;10,4;16,8;2,2;14,9;7,6;0,6;;;;;;;;;;;;;;;0,4;;;;;;3;490;0,6;99,4;213;48;89;13;74;38;1;9;0;1;0;1;0;0;1;0;0;0;0;0;0;2;0;;;;;43,5;9,8;18,2;2,7;15,1;7,8;0,2;1,8;0,0;0,2;0,0;0,2;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
